season,episode,character,line
1,7,Allesandra,"Yes, I know."
1,7,Allesandra,You've talked about it for the last two days.
1,7,Chidi Anagonye,I lied to him.
1,7,Chidi Anagonye,You wrote your thesis on Kant.
1,7,Chidi Anagonye,He believed that lying is always morally wrong no exceptions.
1,7,Allesandra,"Yes, well, Kant was a lonely, obsessive hermit with zero friends."
1,7,Allesandra,"Sometimes we do things just to be polite, but if you really feel that strongly about it, tell him the truth."
1,7,Allesandra,"Also, I don't care, 'cause it's the middle of the night."
1,7,Allesandra,This is why everyone hates moral philosophy professors.
1,7,Chidi Anagonye,They do?
1,7,Henry,"Hey, Chidi."
1,7,Henry,You sit in on my class today?
1,7,Chidi Anagonye,"Uh, I did, yeah."
1,7,Chidi Anagonye,"Great lecture, by the way so bleak."
1,7,Henry,"Thanks, bud."
1,7,Henry,It's actually perfect that you are here.
1,7,Henry,I got something for you.
1,7,Chidi Anagonye,"Oh, my God."
1,7,Henry,"You loved mine so much, I decided to get you your own pair."
1,7,Henry,We can be boot brothers.
1,7,Chidi Anagonye,Wow.
1,7,Chidi Anagonye,I can't accept these.
1,7,Chidi Anagonye,They're too expensive.
1,7,Henry,Sure you can.
1,7,Henry,"Try 'em on, mate."
1,7,Henry,The fact that you liked mine so much really made me feel like I made the right choice to buy them.
1,7,Henry,"After all, why should I have all the fun and boots?"
1,7,Henry,Eh?
1,7,Chidi Anagonye,I don't I don't know.
1,7,Henry,Those look great.
1,7,Henry,Take 'em for a spin.
1,7,Chidi Anagonye,Uh
1,7,Henry,You're flying.
1,7,Chidi Anagonye,Mmm!
1,7,Chidi Anagonye,Thanks.
1,7,Tahani Al-Jamil,Speeches!
1,7,Tahani Al-Jamil,"Time for speeches, everyone."
1,7,Tahani Al-Jamil,Michael
1,7,Michael,Huh.
1,7,Tahani Al-Jamil,"As someone who didn't exactly have the steadiest parental guidance, I just want to thank you."
1,7,Tahani Al-Jamil,You were always there for us.
1,7,Michael,I shouldn't have been.
1,7,Michael,I was the problem.
1,7,Tahani Al-Jamil,"Yes, but it was also great when you weren't there."
1,7,Michael,Don't worry.
1,7,Michael,Soon I won't be forever.
1,7,Glenn,Because of The Eternal Shriek!
1,7,Tahani Al-Jamil,"Yes, thank you, Glenn."
1,7,Tahani Al-Jamil,"Look, what I'm trying to say is this."
1,7,Tahani Al-Jamil,"Michael, you always kept us warm and safe like a bright, glowing sun."
1,7,Michael,Like the one I kicked the dog into or the one I'm going to be burned on the surface of for eternity?
1,7,Tahani Al-Jamil,"Okay, no more speeches."
1,7,Tahani Al-Jamil,Speeches are over.
1,7,Tahani Al-Jamil,Michael's going to talk now.
1,7,Michael,I'm sorry I was so grumpy.
1,7,Michael,It's just I'm sad that I have to leave before doing all the human things that I wanted to do.
1,7,Michael,I wanted to get my hair wet.
1,7,Michael,You know I wanted to pull a hamstring.
1,7,Michael,"To learn the difference between ""toward"" and ""towards""."
1,7,Michael,"I wanted to do that thing where you walk down the hallway, and someone else is walking the other way, and then you both lean to one side and then the other, and then you both chuckle over your shared foible."
1,7,Michael,"I wanted to get a rewards card, any rewards card."
1,7,Michael,"I wanted to talk briefly to someone and then say, ""Take it sleazy."""
1,7,Michael,I wanted to eat a saltine.
1,7,Tahani Al-Jamil,Oh!
1,7,Tahani Al-Jamil,I actually have some saltines.
1,7,Tahani Al-Jamil,"Here, try this."
1,7,Michael,Pretty dry and too salty.
1,7,Michael,"Well, going out on a real low note here."
1,7,Michael,"Okay, bye, everyone."
1,7,Tahani Al-Jamil,"Well, take it sleazy."
1,7,Michael,You got to say it?
1,7,Tahani Al-Jamil,"Yes, but then you say it back."
1,7,Michael,"No, it's not organic."
1,7,Chidi Anagonye,"Uh, Janet, how many Janets have there been?"
1,7,Janet,There have been 25 generations of Janet.
1,7,Janet,Each new update of Janet gains more wisdom and social abilities.
1,7,Janet,Fun fact the first Janet had a click wheel.
1,7,Chidi Anagonye,So it's like aging for a human?
1,7,Chidi Anagonye,You're you're growing up?
1,7,Janet,"That's how I like to think of it, Chidi."
1,7,Janet,"I can't eat, so every time there's a new version of Janet, I like to take a piece of birthday cake and smash it around where my mouth is."
1,7,Chidi Anagonye,"Look, Janet has has learned and grown."
1,7,Chidi Anagonye,She's essentially living a life.
1,7,Chidi Anagonye,We can't kill her.
1,7,Eleanor Shellstrop,"Not with that attitude, we can't."
1,7,Eleanor Shellstrop,"Listen, man, I'm dead, you're dead, we all died, and now we're killing her."
1,7,Eleanor Shellstrop,Pay it forward.
1,7,Chidi Anagonye,"No, that's not what that means at all."
1,7,Chidi Anagonye,Eleanor?
1,7,Janet,Here we are.
1,7,Janet,"Just press that button, and it's good-bye, Janet."
1,7,Chidi Anagonye,Uh
1,7,Janet,"Chidi, I can see that you're worried, and I just want to assure you, I am not human, and I cannot feel pain."
1,7,Chidi Anagonye,Ah.
1,7,Chidi Anagonye,Thank you.
1,7,Chidi Anagonye,That helps.
1,7,Janet,"However, I should warn you I am programmed with a fail-safe measure."
1,7,Janet,"As you begin to approach the kill switch, I will begin to beg for my life."
1,7,Janet,"It's just there in case of an accidental shut down, but it will seem very real."
1,7,Eleanor Shellstrop,Cool.
1,7,Eleanor Shellstrop,"So who's doing this, me or you?"
1,7,Chidi Anagonye,"Oh, I think I have to."
1,7,Chidi Anagonye,"Um, being a bystander seems worse, somehow."
1,7,Chidi Anagonye,"Okay, here we go."
1,7,Janet,"Chidi, no, no, no!"
1,7,Janet,"Chidi, please!"
1,7,Janet,"Please, please, please don't hurt me."
1,7,Janet,I don't want to die!
1,7,Janet,"Please, please"
1,7,Janet,"Again, I am not human."
1,7,Janet,I can't die.
1,7,Janet,I am simply an anthropomorphized vessel of knowledge built to make your life easier.
1,7,Chidi Anagonye,Your pleading seems so real.
1,7,Janet,"Oh, yes, it is a very effective fail-safe."
1,7,Eleanor Shellstrop,"You want a robot killed right, you have to do it yourself."
1,7,Janet,Eleanor?
1,7,Janet,"Eleanor, no, no, no."
1,7,Janet,"Please, wait, wait, wait, wait."
1,7,Janet,"Eleanor, I have kids."
1,7,Janet,"I have three beautiful children Tyler, Emma, and little, tiny baby Phillip."
1,7,Janet,Look at Tyler.
1,7,Janet,"Tyler has asthma, but he is battling it like a champ."
1,7,Janet,Look at him.
1,7,Janet,"No, Eleanor, look at them."
1,7,Janet,Look at them!
1,7,Janet,Look at them!
1,7,Eleanor Shellstrop,It's so realistic.
1,7,Janet,"Eleanor, again, I'm not human."
1,7,Janet,This is a stock photo of the crowd at the Nickelodeon Kids' Choice Awards.
1,7,Eleanor Shellstrop,"That's right, it's not real."
1,7,Eleanor Shellstrop,Let's just do this.
1,7,Chidi Anagonye,Right.
1,7,Janet,"Please, I have so much to live for."
1,7,Janet,"No, no, no."
1,7,Janet,Please.
1,7,Chidi Anagonye,We're not even near the
1,7,Jason Mendoza,"Hey, guys, what's going on?"
1,7,Jason Mendoza,"That party was lame, so I bailed."
1,7,Jason Mendoza,"Then I saw you, so I followed you here."
1,7,Jason Mendoza,"Oh, look, a button."
1,7,Janet,"No, no, no!"
1,7,Jason Mendoza,"Oh, man, I wanted to push that button."
1,7,Jason Mendoza,"Not cool, dude."
1,7,Jason Mendoza,Woah.
1,7,Jason Mendoza,What happened to Janet?
1,7,Chidi Anagonye,She's dead.
1,7,Chidi Anagonye,I killed her.
1,7,Eleanor Shellstrop,Not killed.
1,7,Eleanor Shellstrop,"Remember, Janet was not a living being, so she can't be killed."
1,7,Janet,Attention I have been murdered.
1,7,Janet,Attention I have been murdered.
1,7,Janet,Attention I have been murdered.
1,7,Janet,Attention I have been murdered.
1,7,Janet,Attention
1,7,Chidi Anagonye,"What do we do, Eleanor?"
1,7,Eleanor Shellstrop,What do we do?
1,7,Eleanor Shellstrop,"Chidi, you just murdered Janet."
1,7,Eleanor Shellstrop,We have to flee your crime scene.
1,7,Eleanor Shellstrop,Run!
1,7,Janet,I have been murdered.
1,7,Chidi Anagonye,"Sorry, Janet!"
1,7,Janet,I have been murdered.
1,7,Janet,Attention I have
1,7,Janet,Attention I have been murdered.
1,7,Eleanor Shellstrop,"Okay, dude, crash course in getting away with bad stuff."
1,7,Eleanor Shellstrop,You have to act calm and cool like you don't have a care in the world.
1,7,Eleanor Shellstrop,Okay?
1,7,Eleanor Shellstrop,Great.
1,7,Eleanor Shellstrop,"Oh, wow."
1,7,Eleanor Shellstrop,"Look, it's Weekend at Bernie's, 'cause you're a dead guy in sunglasses."
1,7,Eleanor Shellstrop,"We have fun, don't we, Chidi?"
1,7,Chidi Anagonye,I've never been more stressed out in my entire life.
1,7,Jason Mendoza,"Um, I know what you need."
1,7,Jason Mendoza,"Janet, can you get Chidi some weed?"
1,7,Jason Mendoza,"Oh, that's right."
1,7,Jason Mendoza,You killed Janet.
1,7,Michael,"Well, Janet's been murdered."
1,7,Michael,That's a nice capper to this wonderful day.
1,7,Michael,"I don't really know what happens now because Janet has never been murdered before only today, here on my watch, while I was distracted with a party that Tahani was throwing for me, which I didn't want."
1,7,Tahani Al-Jamil,"Michael, you mustn't blame yourself."
1,7,Michael,I'm not.
1,7,Michael,I'm blaming you.
1,7,Michael,"Anyway, what is there to say about Janet that hasn't already been said by the giant Janet alarm in the sky?"
1,7,Michael,"""I've been murdered!"""
1,7,Michael,I think that says it all.
1,7,Janet,Hello.
1,7,Michael,"Janet, you're alive!"
1,7,Janet,"Hello, Architect, please enter your four-digit pin."
1,7,Michael,"Uh, what is it?"
1,7,Michael,"Uh, what is it?"
1,7,Michael,What is it?
1,7,Michael,"Oh, right, right, right!"
1,7,Michael,"It's my, uh, birth year."
1,7,Michael,Uh
1,7,Michael,I got to change that.
1,7,Michael,That's too easy to guess.
1,7,Michael,Janet who murdered you?
1,7,Chidi Anagonye,Oh.
1,7,Chidi Anagonye,"Oh, no."
1,7,Eleanor Shellstrop,Okay.
1,7,Janet,Hello.
1,7,Michael,"Yes, hello."
1,7,Michael,"Oh, yeah."
1,7,Michael,"Uh, her memory must have been wiped clean so now she's gonna have to re-upload all the knowledge in the universe, which will only take a few days."
1,7,Michael,Okay
1,7,Janet,Hello.
1,7,Michael,Hello.
1,7,Janet,Hello.
1,7,Janet,Hello.
1,7,Michael,"Everyone, um, until I get to the bottom of this, my retirement is officially postponed."
1,7,Eleanor Shellstrop,Woo!
1,7,Michael,"Oh, oh."
1,7,Janet,Hello.
1,7,Janet,Hello.
1,7,Eleanor Shellstrop,You got to admit I kind of nailed it.
1,7,Eleanor Shellstrop,All we have to do now is keep the secret forever.
1,7,Eleanor Shellstrop,"J-Dog, you cool?"
1,7,Jason Mendoza,"No, by the time I got to the pinata, all the candy was gone."
1,7,Eleanor Shellstrop,He's not gonna tell anyone.
1,7,Eleanor Shellstrop,Chidi?
1,7,Eleanor Shellstrop,Cheedster?
1,7,Eleanor Shellstrop,"What's, uh, happening, buddy?"
1,7,Eleanor Shellstrop,"You have a crazy look in your eye, and you're retreating into your shirt."
1,7,Eleanor Shellstrop,You're kind of turtling.
1,7,Chidi Anagonye,"Henry, are you all right?"
1,7,Chidi Anagonye,What happened?
1,7,Henry,I have an aneurysm.
1,7,Henry,Requires emergency surgery.
1,7,Henry,Doctors' give me a 50/50 chance.
1,7,Henry,"So, if there's anything you need to say to me, you should do it now."
1,7,Chidi Anagonye,"Oh, well actually, um they let you wear your boots in here?"
1,7,Henry,They're the only things that bring me comfort.
1,7,Henry,What did you want to say to me?
1,7,Chidi Anagonye,"Oh, uh just that I'm here and I love you, man."
1,7,Henry,"I love you, too, boot brother."
1,7,Chidi Anagonye,Oh okay.
1,7,Henry,Chidi!
1,7,Henry,You didn't have to stay here all night.
1,7,Chidi Anagonye,So surgery went well?
1,7,Chidi Anagonye,All clear?
1,7,Henry,"Right as rain, buddy."
1,7,Chidi Anagonye,"That is so, so, so great."
1,7,Chidi Anagonye,I hate your boots.
1,7,Henry,What?
1,7,Chidi Anagonye,"I told you that I loved your boots three years ago, and I was lying, and that lie has haunted me ever since, and people tried to tell me it was fine just a nice, little white lie in the form of social niceties but I disagreed, and then yesterday I thought you were gonna die, but now you're not dead, and I can finally be honest and say that those boots are terrible and hideous and I hate them."
1,7,Chidi Anagonye,Whoo!
1,7,Henry,This is why everyone hates moral philosophy professors.
1,7,Chidi Anagonye,"Yeah, I know."
1,7,Chidi Anagonye,And I get it.
1,7,Chidi Anagonye,I don't care that she came back or that we did it for a good reason.
1,7,Chidi Anagonye,I can't live with this lie.
1,7,Chidi Anagonye,I'm going to confess to the murder of Janet.
1,7,Eleanor Shellstrop,What?
1,7,Eleanor Shellstrop,"Dude, why?"
1,7,Eleanor Shellstrop,Janet is fine.
1,7,Eleanor Shellstrop,We didn't harm her at all.
1,7,Chidi Anagonye,We didn't?
1,7,Chidi Anagonye,"Hey, Janet?"
1,7,Janet,Hello.
1,7,Jason Mendoza,Hello.
1,7,Janet,Hello.
1,7,Chidi Anagonye,"Janet, would you please recite the English alphabet?"
1,7,Janet,A-B Janet.
1,7,Eleanor Shellstrop,She knows her A-B-Janets.
1,7,Chidi Anagonye,"She literally knew everything in the universe, and now she's a baby."
1,7,Chidi Anagonye,"And even if she were okay, it would be too painful for me to live with these lies."
1,7,Eleanor Shellstrop,What are you talking about?
1,7,Eleanor Shellstrop,It is so easy to live with a lie.
1,7,Eleanor Shellstrop,I once pretended to have a terminal illness to meet Scott Wolf at a Sunglass Hut.
1,7,Eleanor Shellstrop,Victimless crime.
1,7,Chidi Anagonye,Fine.
1,7,Chidi Anagonye,I won't say anything because I promised to help you.
1,7,Chidi Anagonye,"And the moral implications of everything that we've done are so complicated that I may never untangle them, but I hate lying."
1,7,Chidi Anagonye,"I always have, and this is going to eat me up inside forever."
1,7,Chidi Anagonye,"You might be able to shrug this off, and forget about it, but I never will."
1,7,Janet,Hello.
1,7,Jason Mendoza,Hi.
1,7,Janet,Hello.
1,7,Jason Mendoza,Hi.
1,7,Janet,Hello.
1,7,Eleanor Shellstrop,Jianyu!
1,7,Tahani Al-Jamil,"Michael, Janet said you wanted to speak to me."
1,7,Tahani Al-Jamil,"Well, actually, she was just drooling a lot and saying, ""Hello"" over and over again, but she did point at you."
1,7,Michael,I owe you an apology.
1,7,Tahani Al-Jamil,"Oh, no."
1,7,Tahani Al-Jamil,"No, you don't."
1,7,Tahani Al-Jamil,"No but, uh, please continue."
1,7,Michael,You were only trying to help.
1,7,Michael,"You're a wonderful person, and if I ever do have a retirement party, I hope you plan it."
1,7,Michael,"Thank you for gathering, everyone."
1,7,Michael,I want to keep you all updated.
1,7,Michael,Here's what we know.
1,7,Michael,Someone slaughtered Janet.
1,7,Chidi Anagonye,"Oh, boy."
1,7,Chidi Anagonye,"Oh, boy."
1,7,Eleanor Shellstrop,"Okay, easy."
1,7,Michael,I assume that this horrifying act is somehow related to the other issues we've had here.
1,7,Michael,It also means that the problems in this neighborhood are not 100% my fault.
1,7,Michael,There is something else at work here.
1,7,Michael,"If anyone has any information about any of this I beg you, tell me."
1,7,Eleanor Shellstrop,"Hey, I love you, man."
1,7,Eleanor Shellstrop,Michael the problem in the neighborhood is me.
1,7,Eleanor Shellstrop,I was brought to The Good Place by mistake.
1,7,Eleanor Shellstrop,I'm not supposed to be here.
1,8,Michael,"Eleanor, come on in."
1,8,Michael,"Well, not often you get to confront your greatest failure face-to-face."
1,8,Eleanor Shellstrop,"Good to see you, too, bud."
1,8,Michael,I am just dumbfounded as to how this happened.
1,8,Michael,Our system has never made a mistake before it's just not possible.
1,8,Michael,"And yet, here we are."
1,8,Michael,First things first who are you?
1,8,Eleanor Shellstrop,"Well, my name is Eleanor Shellstrop, and some of the info you had was right."
1,8,Eleanor Shellstrop,"I mean, ""flattened by boner pill truck after dropping margarita mix in grocery store parking lot"", that's a very me way to die."
1,8,Eleanor Shellstrop,But all the other info was wrong.
1,8,Eleanor Shellstrop,"In my defense, when I first arrived, and you said, ""You, Eleanor Shellstrop, are dead, and you're in The Good Place."""
1,8,Eleanor Shellstrop,I had no reason to think that was a mistake.
1,8,Michael,"Location and date of birth, please."
